data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6360576,706,SOM29893,29893,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Somalia)",,6,,,0,60,"Eastern Africa",Somalia,Banadir,"Mogadishu City",,Mogadishu,2.0414,45.3337,1,Twitter,"New media","16 November 2019. In Mogadishu roads were closed when people protested the government of Somalia's refusal of the ex-president to fly across Somalia and taxation issues.",0,1574122422,SOM
6360321,504,MOR2314,2314,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Morocco)",,6,,,0,60,"Northern Africa",Morocco,"Rabat - Sale - Kenitra",Sale,"NA (Sale Tabriquet)",Sale,34.0531,-6.7985,1,Hespress,National,"On 16 November 2019, in Sale, hundreds of garbage men protested. [size=hundreds]",0,1574122422,MAR
6364418,688,SRB1258,1258,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Serbia)",,6,,,0,60,Europe,Serbia,Vojvodina,"South Backa",,"Novi Sad",45.2593,19.8291,1,021.rs,Subnational,"On November 16, environmental activists protested in Novi Sad, Serbia, in order to state that it is the ""eleventh hour"" to react to climate change. [size=no report]",0,1574184061,SRB
6340868,792,TUR10116,10116,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Turkey)","IHD: Human Rights Association",6,,,0,60,"Middle East",Turkey,Batman,Batman,,Batman,37.8874,41.1322,1,"ANF News",International,"On November 16, the relatives of the people who went missing in detention gathered for their weekly protest organised by the Human Rights Association (IHD) in Batman to demand justice. [size=no report]",0,1574105867,TUR
6340874,792,TUR10120,10120,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Turkey)","IHD: Human Rights Association",6,,,0,60,"Middle East",Turkey,Diyarbakir,Diyarbakir,,Diyarbakir,37.9136,40.2172,1,"ANF News",International,"On November 16, the relatives of the people who went missing in detention gathered for their weekly protest organised by the Human Rights Association (IHD) in Diyarbakir to demand justice. [size=no report]",0,1574105867,TUR
6362892,524,NEP7093,7093,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Nepal)","NC: Nepali Congress",6,,,0,60,"Southern Asia",Nepal,Central,Narayani,Parsa,Thori,27.3627,84.5739,1,Setopati,National,"On November 16, members of Nepali Congress demonstrated by staging a motorcycle rally in Thori locality (Parsa district, Narayani), against the recently published political map of India. The protesters were denouncing the map, which they claimed showed Nepali territories within the Indian border. [size=no report]",0,1574183713,NPL
6362638,50,BGD16907,16907,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Bangladesh)","Students (Bangladesh)",6,,,0,60,"Southern Asia",Bangladesh,Rajshahi,Rajshahi,Rajshahi,Rajshahi,24.374,88.6011,1,"Dhaka Tribune",National,"On Nov 16, students of Rajshahi university blocked Dhaka-Rajshahi highway (Rajshahi) protesting the assault on one of the students by BCL activists. [size=no report]",0,1574183712,BGD
6364431,688,SRB1256,1256,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Serbia)","1 of 5 million",6,,,0,60,Europe,Serbia,Belgrade,Belgrade,,Belgrade,44.6916,20.4261,1,BETA,National,"On November 16, another '1 of 5 Million' protest was held in Belgrade. The protesters marched for the 50th week in a row. [size=no report]",0,1574184061,SRB
6364434,643,RUS3523,3523,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,Europe,Russia,"Rostov Oblast","Rostov-on-Don Municipality",,Rostov-on-Don,47.2213,39.6939,1,"Caucasian Knot",National,"On November 16, about 90 people took part in an authorized protest in Rostov-on-Don against the construction of a new rubbish collection plant near a residential area in the city. [size=about 90]",0,1574184061,RUS
6364437,643,RUS3522,3522,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,Europe,Russia,"Republic of Dagestan","Makhachkala Municipality",,Makhachkala,42.9764,47.5024,1,"Caucasian Knot",Subnational,"On November 16, 5 people took part in a series of coordinated one-person protests in Makhachkala calling for an investigation into the police killing of two shepards during a raid targeting militant groups in the region. [size=5]",0,1574184061,RUS
6364440,643,RUS3524,3524,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,Europe,Russia,"Rostov Oblast","Rostov-on-Don Municipality",,Rostov-on-Don,47.2213,39.6939,1,"Caucasian Knot",National,"On November 16, at least 20 people took part in an authorized protest in Rostov-on-Don calling for tougher animal cruelty penalties. [size=at least 20]",0,1574184061,RUS
6360347,180,DRC16037,16037,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Democratic Republic of Congo)","LUCHA: Fight for Change, Filimbi Movement",6,"Police Forces of Democratic Republic of Congo (2019-)",,1,16,"Middle Africa","Democratic Republic of Congo",Sud-Kivu,Kabare,Kabare,Kavumu,-2.2988,28.7982,1,"La Prunelle",Subnational,"On 16 November 2019, LUCHA activists held a sit-in in the centre of Kavumu city, Sud-Kivu, asking for the removal of a police container currently on a roundabout of the city. Police forces intervened and dislodged demonstrators, allegedly beating up a number of them in the process. [size=no report]",0,1574122422,COD
6360351,12,ALG7591,7591,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)",,6,,,0,60,"Northern Africa",Algeria,Batna,Batna,,Batna,35.5553,6.1786,1,"Le Quotidien d'Oran",National,"On 16 November, 2019, another counter protest event took place in Batna in support of elections. [size=no report]",0,1574122422,DZA
6360352,12,ALG7592,7592,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)","Pro-Election Group (Algeria)",6,,,0,60,"Northern Africa",Algeria,Tiaret,Tiaret,,Tiaret,35.3758,1.3131,1,"Le Quotidien d'Oran",National,"On 16 November, 2019, another protest event took place in Tiaret in support of elections. [size=no report]",0,1574122422,DZA
6360353,12,ALG7593,7593,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)",,6,,,0,60,"Northern Africa",Algeria,Adrar,Adrar,,Adrar,27.8709,-0.2856,1,"Le Quotidien d'Oran",National,"On 16 November, 2019, a counter protest event took place in Adrar in support of elections. [size=no report]",0,1574122422,DZA
6339113,398,KAZ342,342,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Kazakhstan)",,6,,,0,60,"Caucasus and Central Asia",Kazakhstan,"South Kazakhstan",Shymkent,,Shymkent,42.3144,69.5901,1,"Ermek Narymbai","New media","On 16 November, about 5 demonstrators staged a counter protest against the Democratic Party of Kazakhstan outside its building in Shymkent where supporters of DPK planned a meeting. DPK activists suspected the counter protest was organized by the Kazakh authorities to disrupt the DPK gathering and discourage supporters from joining the yet unregistered party. [size=about 5]",0,1574102850,KAZ
6360364,12,ALG7588,7588,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)",,6,,,0,60,"Northern Africa",Algeria,Bejaia,Aokas,,Aokas,36.6333,5.25,1,Liberte,National,"On 16 November, 2019, hirakists gathered to protest against the elections in Aokas. [size=thousands]",0,1574122422,DZA
6339116,268,GEO1309,1309,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Georgia)","SLP: Georgian Labour Party",6,,,0,60,"Caucasus and Central Asia",Georgia,"Autonomous Republic of Adjara",Batumi,,Batumi,41.6423,41.6339,1,Imedinews.ge,National,"On 16 November, a protest was organized in Batumi with the participation of the Labour Party. Reportedly, members of oppositional parties (without any specific party name stated) had joined the protest too and urged the parliament to pass the respective law regarding the switch to proportional electoral system. [size= no report]",0,1574102850,GEO
6340909,368,IRQ22021,22021,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iraq)",,6,,,0,60,"Middle East",Iraq,Basrah,Al-Qurna,,"Majnoon Oil Field",31.0726,47.6089,1,"Baghdad Today",National,"On Nov 16, protesters closed the main gate of Majnoon oil field in the southern province of Basra. [size=no report]",0,1574105867,IRQ
6360371,12,ALG7589,7589,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Algeria)",,6,,,0,60,"Northern Africa",Algeria,Bejaia,Kherrata,,Kherrata,36.495,5.2808,1,Liberte,National,"On 16 November, 2019, hirakists gathered to protest against elections in Kherrata. [size=thousands]",0,1574122422,DZA
6340917,364,IRN5623,5623,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Iran)",,6,"Police Forces of Iran (1989-)",,1,16,"Middle East",Iran,Mazandaran,Sari,Central,Sari,36.5633,53.0601,1,"BBC News",International,"On 16 November 2019, a protest was held in Sari against a sharp spike in fuel prices. Police used tear gas to disperse the protesters. [size=no report]",0,1574105867,IRN
6364727,196,CYP289,289,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Cyprus)",,6,,,0,60,Europe,Cyprus,Nicosia,,,Kokkinotrimithia,35.1542,33.1986,1,SigmaLive,National,"On 16 November, protesters rallied outside the temporary reception centre in Kokkinotrimithia to demonstrate over the increased number of migrant arrivals. [size=no report]",0,1574184062,CYP
6341175,364,IRN5574,5574,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Alborz,Savojbolagh,Central,Hashtgerd,35.962,50.6799,1,"Vahid Online",,"On 16 November 2019, a protest was held in Hashtgerd against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6341176,364,IRN5605,5605,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Lorestan,"Pol e Dokhtar",Central,Poldokhtar,33.1525,47.7101,1,"Vahid Online",,"On 16 November 2019, a protest was held in Poldokhtar against a sharp spike in fuel prices. Protesters parked their cars across roads, blocking traffic. [size=no report]",0,1574105868,IRN
6340410,422,LBN2516,2516,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,Beirut,Beirut,,Beirut-Port,33.8982,35.5074,1,"An Nahar, Daily Star (Lebanon)",National-Regional,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. A demonstration was held outside the General Labour Union in Beirut. Demonstrators then headed towards the Riad al Solh square. Simultaneously a demonstration was held in Beirut's Martyr square. [size=no report]",0,1574105866,LBN
6341179,364,IRN5640,5640,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Tehran,Tehran,Central,"Tehran-District 2",35.7512,51.3616,1,"Vahid Online",,"On 16 November 2019, a protest was held on Satar Khan Street in Tehran (district 2) against a sharp spike in fuel prices. Protesters parked their cars across roads, blocking traffic. [size=no report]",0,1574105868,IRN
6341180,364,IRN5569,5569,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Isfahan,Lenjan,"Fulad Shahr","Fulad Shahr",32.4907,51.4212,1,"Vahid Online",,"On 16 November 2019, a protest was held in Fulad Shahr against a sharp spike in fuel prices. Protesters parked their cars across roads, blocking traffic. [size=no report]",0,1574105868,IRN
6341181,364,IRN5612,5612,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Kerman,Rafsanjan,Central,Rafsanjan,30.4067,55.9939,1,"Vahid Online",,"On 16 November 2019, a protest was held in Rafsanjan against a sharp spike in fuel prices. Protesters parked their cars across roads, blocking traffic. [size=no report]",0,1574105868,IRN
6339134,417,KGZ303,303,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Kyrgyzstan)","Police Forces of Kyrgyzstan (2017-), Government of Kyrgyzstan (2017-)",6,,,0,60,"Caucasus and Central Asia",Kyrgyzstan,Bishkek,Bishkek,,Bishkek,42.8731,74.6003,1,"Kaktus Media",National,"On 16 November, about 30 activists, UN volunteers, some government workers and Bishkek city police officials organized a march near Alatoo square dedicated to the victim of road accidents in Kyrgyzstan. Organizers said 2-3 people die on the country's roads every day. [size=about30]",0,1574102850,KGZ
6341182,364,IRN5568,5568,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Fars,Fasa,Central,Fasa,28.9383,53.6482,1,"Vahid Online",,"On 16 November 2019, a protest was held in Fasa against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6341183,364,IRN5562,5562,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Fars,Darab,Central,Darab,28.7519,54.5444,1,"Vahid Online",,"On 16 November 2019, a protest was held in Darab against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6341184,364,IRN5552,5552,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Mazandaran,Babol,Central,Babol,36.5513,52.679,1,"Vahid Online",,"On 16 November 2019, a protest was held in Babol against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6340929,422,LBN2517,2517,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)","Health Workers (Lebanon)",6,,,0,60,"Middle East",Lebanon,Beirut,Beirut,,"Beirut-Ras Beirut",33.8919,35.4816,1,"Daily Star (Lebanon)",National,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. Activists joined doctors and nurses in a demonstration outside the American University Medical Center in Beirut's Hamra district. [size=no report]",0,1574105867,LBN
6341186,364,IRN5579,5579,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Bushehr,Jam,Central,Jam,27.8282,52.3254,1,"Vahid Online",,"On 16 November 2019, a protest was held in Jam against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6340931,422,LBN2515,2515,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,Beirut,Beirut,,Beirut-Mazraa,33.8783,35.5073,1,"Daily Star (Lebanon)",National,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. A demonstration was held outside the Justice Palace in Beirut in support of two demonstrators who were detained at the Ring Bridge in Beirut yesterday. [size=no report]",0,1574105867,LBN
6341187,364,IRN5646,5646,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Iran)",,6,"Police Forces of Iran (1989-)",,1,16,"Middle East",Iran,"Kohgiluyeh and Buyer Ahmad","Boyer Ahmad",Central,Yasuj,30.6682,51.588,1,VOA,International,"On 16 November 2019, a protest was held in Yasuj against a sharp spike in fuel prices. Police used tear gas to disperse the protesters. [size=no report]",0,1574105868,IRN
6340933,422,LBN2520,2520,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,North,Tripoli,,Bohssas,34.417,35.8266,1,"Daily Star (Lebanon)",National,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. Demonstrators blocked a road in Bohssas near Tripoli. [size=no report]",0,1574105867,LBN
6341189,364,IRN5547,5547,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,"East Azarbaijan",Ahar,Central,Ahar,38.4774,47.0699,1,VOA,International,"On 16 November 2019, a protest was held in Ahar against a sharp spike in fuel prices. [size=no report]",0,1574105868,IRN
6340942,422,LBN2526,2526,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,"Mount Lebanon",Kesrouane,,Jounieh,33.9808,35.6178,2,"Daily Star (Lebanon)",National,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. A demonstration was held at the Kesourane's Sarba barracks in Jounieh, to inquire about the fate of people arrested yesterday. [size=no report]",0,1574105867,LBN
6340943,422,LBN2519,2519,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Lebanon)",,6,,,0,60,"Middle East",Lebanon,Bekaa,Zahleh,,"Bekaa Valley",33.8333,36,1,"Daily Star (Lebanon)",National,"On November 16 2019, Lebanese citizens continued to demonstrate for a 31st day and demanded the government to resign. Demonstrators blocked a road in the Bekaa valley. [size=no report]",0,1574105867,LBN
6340949,364,IRN5620,5620,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,"West Azarbaijan",Salmas,Central,Salmas,38.1973,44.7653,1,"Eteraze Bazar","New media","On 16 November 2019, a protest was held in Salmas against a sharp spike in fuel prices. [size=no report]",0,1574105867,IRN
6364758,112,BLR273,273,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Labour Group (Belarus)",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Savetski,53.9538,27.5953,1,TUT.BY,National,"On 16 November, a protest was held by taxi drivers outside the Korona supermarket in the Savetski district of Minsk, where the protesters demanded higher tariffs and better working conditions. [size=no report]",0,1574184062,BLR
6360152,729,SUD13380,13380,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Sudan)",,6,,,0,60,"Northern Africa",Sudan,Khartoum,Khartoum,,Khartoum,15.5725,32.5364,1,AFP,International,"On November 16, 2019, supporters of deposed President Omar el Bashir demonstrated in Khartoum, in opposition to calls for him to face trial at the International Criminal Court. [size=dozens]",0,1574122421,SDN
6362460,356,IND66078,66078,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,"Amar Ujala",Subnational,"On 16 Nov, BJP protested in Lucknow city (UP) to demand an apology from Rahul Gandhi for trying to malign the image of the PM in the Rafale acquisition. [size=no report]",0,1574183712,IND
6360157,478,MAA634,634,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Mauritania)","National Rally for Reform and Development (Tawasoul)",6,,,0,60,"Western Africa",Mauritania,Nouakchott,Nouakchott,Nouakchott,Nouakchott,18.1194,-16.0406,1,"Al Akhbar (Mauritania)",National,"On 16 November, 2019, members of the National Rally for Reform and Development held a rally in Nouakchott in suport of the new reforms. [size=no report]",0,1574122421,MRT
6364254,112,BLR271,271,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Belarus)","Youth Bloc",6,,,0,60,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,1,"Svaboda.org, TUT.BY",National,"On 16 November, around 100 young people held an electoral rally of the Youth Bloc on Zybitskaya street in Minsk, demanding the modification of the conscription law, the development of the education system, as well as the softening of the drug policy in Belarus. [size=around 100]",0,1574184061,BLR
6364510,643,RUS3497,3497,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)","KPRF: Communist Party of the Russian Federation",6,,,0,60,Europe,Russia,"Vladimir Oblast",Kolchugino,Kolchugino,Kolchugino,56.2968,39.3707,1,KPRF,Other,"On November 16, several dozen people took part in an authorized protest organized by the KPRF in Kolchugino against the socio-economic policies of the government, including the garbage reform. [size=several dozen]",0,1574184062,RUS
6340958,364,IRN5550,5550,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Iran)",,6,"Police Forces of Iran (1989-)",,1,16,"Middle East",Iran,Markazi,Arak,Central,Arak,34.0917,49.6892,1,"Eteraze Bazar","New media","On 16 November 2019, a protest was held in Arak against a sharp spike in fuel prices. Police attempted to disperse the protesters. [size=no report]",0,1574105867,IRN
6364255,112,BLR272,272,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Belarus)","BCD: Belarusian Christian Democracy, BSDP-PA: Belarusian Social Democratic Party-People's Assembly, Razam Movement, European Belarus, Journalists (Belarus)",6,"Police Forces of Belarus (1994-)",,1,16,Europe,Belarus,Minsk,"City of Minsk",,Minsk-Tsentralny,53.9178,27.5633,2,"Nasha Niva, Charter-97, Svaboda.org, TUT.BY, BelaPAN",National,"On 16 November, approximately 300 people marched from the Freedom Square to the Independence Square, outside the Central Electoral Commission of Belarus, protesting against the integration with Russia, against the Astravets power plant and demanding Aleksandr Lukashenka's resignation. Protesters were supporters of the European Belarus, BSDP-PA, Razam Movement, and BCD. Policemen in civilian clothing attempted to restrict access to microphone of several protesters, while violently pushing local RFE/RL journalists out of the protest location. [size=approximately 300]",0,1574184061,BLR
6364257,112,BLR275,275,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Belarus)","OGP: United Civic Party of Belarus, BCD: Belarusian Christian Democracy, Belarusian Green Party, Journalists (Belarus), BPL-JW: Belarusian Left Party A Just World",6,,,0,60,Europe,Belarus,Gomel,Gomel,,Gomel,52.4345,30.9754,1,"Gomel.today, Charter-97, TUT.BY",Subnational-National,"On 16 November, approximately 300 people held an electoral protest in Gomel, demanding fair elections, better education and healthcare systems, softer drug policy, solutions to environmental problems. Belarusian Greens, BCD, OGP, BPL-JW members, as well as bloggers, attended the rally. [size=approximately 300]",0,1574184061,BLR
6362467,356,IND66080,66080,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",RaeBareli,RaeBareli,RaeBareli,26.2309,81.2331,1,"Amar Ujala",Subnational,"On 16 Nov, BJP protested in RaeBareli city (UP) to demand an apology from Rahul Gandhi for trying to malign the image of the PM in the Rafale acquisition. [size=no report]",0,1574183712,IND
6362469,356,IND66077,66077,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Lucknow,Lucknow,Lucknow,26.8392,80.9231,3,"Amar Ujala",Subnational,"On 16 Nov, BJP protested across the state of Uttar Pradesh to demand an apology from Rahul Gandhi for trying to malign the image of the PM in the Rafale acquisition. [size=no report]",0,1574183712,IND
6362725,586,PAK54434,54434,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl, PKMAP: Pashtunkhwa Milli Awami Party",6,,,0,60,"Southern Asia",Pakistan,Balochistan,Zhob,Zhob,Zhob,31.3417,69.4287,2,GeoTV,National,"On November 16, workers of JUI-F and PKMAP held a sit-in on Dera Ismail Khan National Highway in Zhob District (Balochistan) as part of ""Plan B"" of the JUI-F led ""Azadi March"" protest campaign against the federal government demanding the resignation of Prime Minister Imran Khan and early elections. [size=no report]",0,1574183712,PAK
6340965,364,IRN5613,5613,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Khuzestan,Ramhormoz,Central,Ramhormoz,31.28,49.6035,1,"Eteraze Bazar","New media","On 16 November 2019, a protest was held in Ramhormoz against a sharp spike in fuel prices. [size=no report]",0,1574105867,IRN
6340966,364,IRN5596,5596,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Iran)",,6,"Police Forces of Iran (1989-)",,1,16,"Middle East",Iran,Alborz,Fardis,"Meshkin Dasht","Meshkin Dasht",35.7508,50.9397,1,"Eteraze Bazar","New media","On 16 November 2019, a protest was held in Meshkin Dasht against a sharp spike in fuel prices. Police used tear gas to disperse the protesters.[size=no report]",0,1574105867,IRN
6362727,586,PAK54431,54431,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl",6,,,0,60,"Southern Asia",Pakistan,"Khyber Pakhtunkhwa","Malakand PA","Swat Ranizai",Batkhela,34.6178,71.9724,2,GeoTV,National,"On November 16, JUI-F activists held a sit-in and protested on GT Road in Malakand district (KP) as part of ""Plan B"" of the JUI-F led ""Azadi March"" protest campaign against the federal government demanding the resignation of Prime Minister Imran Khan and early elections. [size=no report]",0,1574183712,PAK
6362472,356,IND66074,66074,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,Uttarakhand,Dehradun,Dehradun,Dehradun,30.3229,78.0316,1,"Amar Ujala",National,"On 16 Nov, BJP protested in Dehradun city (Uttarakhand) to demand an apology from Rahul Gandhi for trying to malign the image of the PM in the Rafale acquisition. [size=no report]",0,1574183712,IND
6362728,586,PAK54430,54430,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Pakistan)","JUI-F: Jamiat Ulema-e-Islam-Fazl",6,,,0,60,"Southern Asia",Pakistan,Sindh,"Karachi City","Karachi West",Karachi-Kemari,24.8915,66.8254,1,GeoTV,National,"On November 16, JUI-F activists held a sit-in and blocked the highway on Hub River Road in Kemari town (Karachi, Sindh) as part of ""Plan B"" of the JUI-F led ""Azadi March"" protest campaign against the federal government demanding the resignation of Prime Minister Imran Khan and early elections. [size=no report]",0,1574183712,PAK
6364264,196,CYP288,288,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Cyprus)","FFF: Fridays for Future, Students (Cyprus)",6,,,0,60,Europe,Cyprus,Nicosia,,,Nicosia,35.1753,33.3642,1,"Cyprus Mail, SigmaLive",National,"On 16 November, hundreds of members of the orgaisation ""Save Akamas"" marched to the ministry of Agriculture to protest against the systematic arson of the Akamas forest. Youth for Climate and Friends of the Earth members also participated in the protest. [size=hundreds]",0,1574184061,CYP
6362473,356,IND66083,66083,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","BJP: Bharatiya Janata Party",6,,,0,60,"Southern Asia",India,"Uttar Pradesh",Varanasi,Varanasi,Varanasi,25.3166,83.0104,1,"Amar Ujala",Subnational,"On 16 Nov, BJP workers in thousands protested in Varanasi city (Uttarakhand) to demand an apology from Rahul Gandhi for trying to malign the image of the PM in the Rafale acquisition. [size=thousands]",0,1574183712,IND
6340969,364,IRN5625,5625,"16 November 2019",2019,1,Protests,"Protest with intervention","Protesters (Iran)",,6,"Police Forces of Iran (1989-)",,1,16,"Middle East",Iran,"Chaharmahal and Bakhtiari",Shahrekord,Central,"Shahr e Kord",32.3256,50.8644,1,Ettehad,National,"On 16 November 2019, a protest was held in Shah e Kord against a sharp spike in fuel prices. Police used tear gas to disperse the protesters. [size=no report]",0,1574105867,IRN
6364523,643,RUS3526,3526,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Russia)",,6,,,0,60,Europe,Russia,Moscow,"Moscow Municipality",,Moscow-Central,55.7571,37.6173,1,MediaZone,National,"On November 16, between 50 and 80 people took part in coordinated one-person protests in central Moscow in front of the Duma building calling for a law criminalizing domestic violence. [size=50-80]",0,1574184062,RUS
6340971,364,IRN5608,5608,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Qazvin,Qazvin,Central,Qazvin,36.2688,50.0041,1,Ettehad,National,"On 16 November 2019, a protest was held in Qazvin against a sharp spike in fuel prices. [size=no report]",0,1574105867,IRN
6362989,356,IND65683,65683,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (India)","Lawyers (India), Students (India)",6,,,0,60,"Southern Asia",India,"Andhra Pradesh",Kurnool,Kurnool,Kurnool,15.8276,78.0338,2,"Times of India",National,"On 16 November, hundreds of lawyers and students from a joint action committee gheraoed MLA and ministers' residences across the Kurnool district (Andhra Pradesh) demanding the state government to shift the state capital to Rayalaseema region and establish a high court in Kurnool. [size=hundreds]",0,1574183713,IND
6340973,364,IRN5642,5642,"16 November 2019",2019,1,Protests,"Peaceful protest","Protesters (Iran)",,6,,,0,60,"Middle East",Iran,Tehran,Tehran,Central,"Tehran-District 3",35.7661,51.4261,1,Ettehad,National,"On 16 November 2019, a protest was held in Davoodiyeh district neighbourhood in Tehran (District 3) against a sharp spike in fuel prices. Protesters parked their cars across roads, blocking traffic. [size=no report]",0,1574105867,IRN
